"FOREST","PLAN","STRA","SPLT","PLOT","DIST","COMP","STAN","DDATE","INVT","SITE","ASPC","SLOP","ELEV","STRC","HIST","HSDT","DACC","ECOT","LFRM","TRID","POIN","NCNT","FACT","SPEC","SRFC","GFRM","SPFE","R5TC","OPTC","COVR","HEIG","NTPA","PCLU","PSTA","PSTR","CSTR","GIS_LINK","PROJECT_NAME","FLD_ID"
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0001",0.00,10.00,"","WOOD","","","6","",4.30,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5900.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0002",1.00,24.07,"PICO","","EN","","1","",4.60,61.00,3.99,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5901.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0002",1.00,24.07,"PICO","","EN","","2","",4.90,30.00,24.07,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5902.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0002",1.00,24.07,"PIFL2","","EN","","1","",6.30,63.00,3.99,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5903.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","FB","E","0002",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5904.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","GR","G","0002",0.00,24.07,"2GP","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5905.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","SH","B","0002",0.00,24.07,"CHSE11","",""," ","4","",85.00,3.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5906.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","SH","B","0002",0.00,24.07,"CHUM","",""," ","4","",2.00,1.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5907.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0002",0.00,10.00,"","BARE","","","6","",1.00,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5908.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0002",0.00,10.00,"","BAVE","","","6","",0.30,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5909.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0002",0.00,10.00,"","LITT","","","6","",67.30,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5910.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0002",0.00,10.00,"","ROCK","","","6","",26.80,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5911.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0002",0.00,10.00,"","WOOD","","","6","",4.80,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5912.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0003",1.00,3.99,"PICO","","EN","","2","",16.00,48.00,24.07,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5913.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0003",1.00,3.99,"PICO","","EN","","3","",2.70,19.00,24.07,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5914.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0003",2.00,3.99,"PICO","","EN","","1","",9.90,68.00,7.99,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5915.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","FB","E","0003",0.00,24.07,"PENST","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5916.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","SH","B","0003",0.00,24.07,"CHSE11","",""," ","4","",35.00,3.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5917.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","SH","B","0003",0.00,24.07,"CHUM","",""," ","4","",2.00,1.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5918.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0003",0.00,10.00,"","BAVE","","","6","",0.30,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5919.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0003",0.00,10.00,"","LITT","","","6","",36.50,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5920.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0003",0.00,10.00,"","ROCK","","","6","",47.00,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5921.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0003",0.00,10.00,"","WOOD","","","6","",16.30,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5922.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0004",1.00,24.07,"PIFL2","","EN","","1","",3.50,72.00,3.99,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5923.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0004",1.00,24.07,"PIFL2","","EN","","3","",3.80,16.00,24.07,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5924.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","","TR","C","0004",8.00,24.07,"PICO","","EN","","1","",82.40,63.00,92.20,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5925.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","FB","E","0004",0.00,24.07,"PENST","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5926.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","SH","B","0004",0.00,24.07,"CHSE11","",""," ","4","",15.00,3.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5927.00
"12","1","A3N","A","107","  ","          ","    ","082010","  FI","C73"," 38"," 35",9126.00," ","","","","          ","TR","C","0004",0.00,24.07,"PIFL2","","EN"," ","4","",1.00,4.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5928.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0004",0.00,10.00,"","LITT","","","6","",74.00,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5929.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0004",0.00,10.00,"","ROCK","","","6","",20.30,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5930.00
"12","1","A3N","A","107","  ","   "," ","082010","FI","C73"," 38"," 35",9126.00," ","","","","      ","","Z","0004",0.00,10.00,"","WOOD","","","6","",5.80,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112107","BDFPLUS10_1",5931.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","","TR","C","0001",2.00,3.99,"PICO","","EN","","1","",15.50,61.00,7.99,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9250.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","","TR","C","0001",2.00,3.99,"PIFL2","","EN","","2","",25.00,38.00,48.14,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9251.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","SH","B","0001",0.00,24.07,"ARPA6","",""," ","4","",75.00,3.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9252.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","SH","B","0001",0.00,24.07,"CHSE11","",""," ","4","",10.00,2.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9253.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0001",0.00,10.00,"","BARE","","","6","",1.30,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9254.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0001",0.00,10.00,"","LITT","","","6","",86.50,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9255.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0001",0.00,10.00,"","ROCK","","","6","",10.50,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9256.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0001",0.00,10.00,"","WOOD","","","6","",1.80,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9257.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","","TR","C","0002",1.00,3.99,"PIFL2","","EN","","1","",5.10,59.00,3.99,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9258.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","SH","B","0002",0.00,24.07,"ARPA6","",""," ","4","",10.00,3.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9259.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","SH","B","0002",0.00,24.07,"CHSE11","",""," ","4","",60.00,3.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9260.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0002",0.00,10.00,"","BAVE","","","6","",7.50,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9261.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0002",0.00,10.00,"","LITT","","","6","",77.50,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9262.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0002",0.00,10.00,"","ROCK","","","6","",2.50,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9263.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0002",0.00,10.00,"","WOOD","","","6","",12.50,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9264.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","SH","B","0003",0.00,24.07,"ARPA6","",""," ","4","",12.00,2.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9265.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","SH","B","0003",0.00,24.07,"CHSE11","",""," ","4","",68.00,2.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9266.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0003",0.00,10.00,"","BARE","","","6","",3.80,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9267.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0003",0.00,10.00,"","BAVE","","","6","",0.80,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9268.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0003",0.00,10.00,"","LITT","","","6","",62.00,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9269.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0003",0.00,10.00,"","ROCK","","","6","",32.50,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9270.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0003",0.00,10.00,"","WOOD","","","6","",1.00,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9271.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","","TR","C","0004",1.00,3.99,"PIFL2","","EN","","1","",5.50,72.00,3.99,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9272.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","","TR","C","0004",2.00,3.99,"PICO","","EN","","1","",17.30,65.00,7.99,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9273.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","FB","E","0004",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9274.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","SH","B","0004",0.00,24.07,"ARPA6","",""," ","4","",30.00,2.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9275.00
"12","1","A3N","A","302","  ","          ","    ","082010","  FI","C73","223"," 40",9620.00," ","","","","          ","SH","B","0004",0.00,24.07,"CHSE11","",""," ","4","",50.00,2.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9276.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0004",0.00,10.00,"","BAVE","","","6","",6.00,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9277.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0004",0.00,10.00,"","LITT","","","6","",79.00,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9278.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0004",0.00,10.00,"","ROCK","","","6","",13.80,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9279.00
"12","1","A3N","A","302","  ","   "," ","082010","FI","C73","223"," 40",9620.00," ","","","","      ","","Z","0004",0.00,10.00,"","WOOD","","","6","",1.30,0.00,0.00,4.00,0.00,8.00,2.00,"BDFPLUS10_112302","BDFPLUS10_1",9280.00
"12","1","A3P","A","120","  ","          ","    ","082010","  FI","C73","180"," 45",10335.00," ","","","","","TR","C","0001",1.00,3.99,"PICO","","EN","","3","",3.00,18.00,24.07,4.00,0.00,12.00,3.00,"BDFPLUS10_112120","BDFPLUS10_1",6234.00
"12","1","A3P","A","120","  ","          ","    ","082010","  FI","C73","180"," 45",10335.00," ","","","","","TR","C","0001",3.00,3.99,"PICO","","EN","","1","",16.10,58.00,11.99,4.00,0.00,12.00,3.00,"BDFPLUS10_112120","BDFPLUS10_1",6235.00
"12","1","A3P","A","120","  ","          ","    ","082010","  FI","C73","180"," 45",10335.00," ","","","","","TR","C","0001",3.00,3.99,"PICO","","EN","","2","",12.90,42.00,11.99,4.00,0.00,12.00,3.00,"BDFPLUS10_112120","BDFPLUS10_1",6236.00
"12","1","A3P","A","120","  ","          ","    ","082010","  FI","C73","180"," 45",10335.00," ","","","","          ","GR","G","0001",0.00,24.07,"2GP","",""," ","5","",6.00,1.00,0.00,4.00,0.00,12.00,3.00,"BDFPLUS10_112120","BDFPLUS10_1",6237.00
"12","1","A3P","A","120","  ","          ","    ","082010","  FI","C73","180"," 45",10335.00," ","","","","          ","SH","B","0001",0.00,24.07,"CHSE11","",""," ","4","",50.00,2.00,0.00,4.00,0.00,12.00,3.00,"BDFPLUS10_112120","BDFPLUS10_1",6238.00
