"FOREST","PLAN","STRA","SPLT","PLOT","DIST","COMP","STAN","DDATE","INVT","SITE","ASPC","SLOP","ELEV","STRC","HIST","HSDT","DACC","ECOT","LFRM","TRID","POIN","NCNT","FACT","SPEC","SRFC","GFRM","SPFE","R5TC","OPTC","COVR","HEIG","NTPA","PCLU","PSTA","PSTR","CSTR","GIS_LINK","PROJECT_NAME","FLD_ID"
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","","TR","H","0002",2.00,3.99,"FRLA","","DB","","3","",25.10,39.00,48.14,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2507
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","","TR","H","0002",2.00,3.99,"QUAG","","EB","","2","",72.70,62.00,7.99,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2508
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","","TR","H","0002",2.00,3.99,"QUCH2","","EB","","3","",63.10,52.00,48.14,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2509
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","FB","E","0002",0.00,24.07,"ARDO3","","","","5","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2510
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","FB","E","0002",0.00,24.07,"DRYOP","","","","5","",1.00,2.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2511
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","FB","E","0002",0.00,24.07,"GALIU","","","","5","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2512
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","GR","G","0002",0.00,24.07,"2GA","",""," ","5","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2513
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","SH","B","0002",0.00,24.07,"RUUR","","","","4","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2514
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","SH","B","0002",0.00,24.07,"SYAL","","","","4","",3.00,3.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2515
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","SH","B","0002",0.00,24.07,"TODI","","","","4","",3.00,3.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2516
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","TR","H","0002",0.00,24.07,"FRLA","","DB","","4","",1.00,5.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2517
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","TR","H","0002",0.00,24.07,"QUCH2","","EB","","4","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2518
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0002",0.00,10.00,"","BARE","","","6","",13.80,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2519
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0002",0.00,10.00,"","BAVE","","","6","",1.00,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2520
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0002",0.00,10.00,"","LITT","","","6","",49.50,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2521
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0002",0.00,10.00,"","MOSS","","","6","",0.80,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2522
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0002",0.00,10.00,"","ROCK","","","6","",15.30,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2523
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0002",0.00,10.00,"","WATE","","","6","",7.50,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2524
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0002",0.00,10.00,"","WOOD","","","6","",12.30,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2525
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","","TR","C","0003",2.00,3.99,"PICO3","","EN","","2","",101.00,70.00,48.14,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2526
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","","TR","H","0003",1.00,3.99,"QUAG","","EB","","2","",38.50,79.00,3.99,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2527
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  0","  0",3829.00," ","","","","      ","","Z","0003",0.00,10.00,"","BARE","","","6","",7.50,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2528
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  0","  0",3829.00," ","","","","      ","","Z","0003",0.00,10.00,"","BAVE","","","6","",31.80,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2529
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  0","  0",3829.00," ","","","","      ","","Z","0003",0.00,10.00,"","LITT","","","6","",59.00,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2530
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  0","  0",3829.00," ","","","","      ","","Z","0003",0.00,10.00,"","WOOD","","","6","",1.80,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2531
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","FB","E","0003",0.00,24.07,"2FORB","",""," ","5","",3.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2532
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","FB","E","0003",0.00,24.07,"2FORB","",""," ","5","",3.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2533
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","FB","E","0003",0.00,24.07,"2FORB","",""," ","5","",8.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2534
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","FB","E","0003",0.00,24.07,"GALIU","","","","5","",8.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2535
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","FB","E","0003",0.00,24.07,"LUPIN","","","","5","",10.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2536
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","GR","G","0003",0.00,24.07,"2GA","",""," ","5","",15.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2537
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","GR","G","0003",0.00,24.07,"2GA","",""," ","5","",40.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2538
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","GR","G","0003",0.00,24.07,"AVENA","","","","5","",5.00,2.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2539
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","TR","H","0003",0.00,24.07,"QUAG","","EB","","4","",4.00,3.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2540
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","TR","H","0003",0.00,24.07,"QUCH2","","EB","","4","",3.00,5.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2541
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  0","  0",3829.00," ","","","","          ","TR","H","0003",0.00,24.07,"QUKE","","DB","","4","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2542
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","","TR","C","0004",1.00,24.07,"PICO3","","EN","","3","",69.00,27.00,299.86,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2543
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","","TR","C","0004",1.00,24.07,"PSMA","","EN","","3","",54.40,53.00,24.07,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2544
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","","TR","H","0004",1.00,24.07,"QUAG","","EB","","3","",63.70,51.00,24.07,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2545
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","","TR","H","0004",1.00,24.07,"QUCH2","","EB","","3","",19.30,37.00,24.07,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2546
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","FB","E","0004",0.00,24.07,"2FORB","",""," ","5","",3.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2547
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","FB","E","0004",0.00,24.07,"ARDO3","","","","5","",2.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2548
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","FB","E","0004",0.00,24.07,"GALIU","","","","5","",2.00,2.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2549
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","FB","E","0004",0.00,24.07,"POTEN","","","","5","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2550
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","GR","G","0004",0.00,24.07,"2GA","",""," ","5","",5.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2551
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","GR","G","0004",0.00,24.07,"JUNCU","","","","5","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2552
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","SH","B","0004",0.00,24.07,"RUUR","","","","4","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2553
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","SH","B","0004",0.00,24.07,"SYAL","","","","4","",6.00,3.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2554
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","SH","B","0004",0.00,24.07,"TODI","","","","4","",4.00,4.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2555
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","TR","H","0004",0.00,24.07,"QUAG","","EB","","4","",2.00,4.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2556
"02","1","C3P","A","075","  ","          ","    ","052010","FI","C145","  5"," 20",3829.00," ","","","","        hx","TR","H","0004",0.00,24.07,"QUCH2","","EB","","4","",1.00,1.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2557
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0004",0.00,10.00,"","BARE","","","6","",2.00,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2558
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0004",0.00,10.00,"","BAVE","","","6","",7.80,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2559
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0004",0.00,10.00,"","LICH","","","6","",6.80,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2560
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0004",0.00,10.00,"","LITT","","","6","",53.30,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2561
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0004",0.00,10.00,"","MOSS","","","6","",6.80,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2562
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0004",0.00,10.00,"","ROCK","","","6","",22.50,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2563
"02","1","C3P","A","075","  ","   "," ","052010","FI","C145","  5"," 20",3829.00," ","","","","    hx","","Z","0004",0.00,10.00,"","WOOD","","","6","",1.00,0.00,0.00,4.00,0.00,4.00,1.00,"CNFPLUS10_102075","CNFPLUS10_1",2564
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","","TR","H","0001",3.00,24.07,"QUAG","","EB","","1","",224.90,68.00,32.06,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2007
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","","TR","H","0001",4.00,24.07,"QUAG","","EB","","2","",286.00,48.00,56.13,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2008
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","FB","E","0001",0.00,24.07,"GALIU","","","","5","",1.00,1.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2009
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","FB","E","0001",0.00,24.07,"PTAQ","","","","5","",1.00,1.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2010
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","FB","E","0001",0.00,24.07,"SOLAN","","","","5","",3.00,2.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2011
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","GR","G","0001",0.00,24.07,"2GP","",""," ","5","",2.00,3.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2012
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","SH","B","0001",0.00,24.07,"ARGL3","","","","4","",2.00,3.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2013
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","SH","B","0001",0.00,24.07,"CELE2","","","","4","",55.00,12.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2014
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","SH","B","0001",0.00,24.07,"RIRO","","","","4","",3.00,5.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2015
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","TR","H","0001",0.00,24.07,"QUAG","","EB","","4","",1.00,2.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2016
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","TR","H","0001",0.00,24.07,"QUCH2","","EB","","4","",1.00,4.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2017
"02","1","D3P","A","062","  ","   "," ","052010","FI","E73","357"," 20",3689.00," ","","","","    HX","","Z","0001",0.00,10.00,"","BAVE","","","6","",0.50,0.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2018
"02","1","D3P","A","062","  ","   "," ","052010","FI","E73","357"," 20",3689.00," ","","","","    HX","","Z","0001",0.00,10.00,"","LITT","","","6","",91.50,0.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2019
"02","1","D3P","A","062","  ","   "," ","052010","FI","E73","357"," 20",3689.00," ","","","","    HX","","Z","0001",0.00,10.00,"","WOOD","","","6","",8.00,0.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2020
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","","TR","H","0002",1.00,299.86,"PLRA","","DB","","3","",26.50,25.00,299.86,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2021
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","","TR","H","0002",5.00,299.86,"QUAG","","EB","","1","",322.50,59.00,60.13,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2022
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","FB","E","0002",0.00,24.07,"PTAQ","","","","5","",1.00,1.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2023
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","SH","B","0002",0.00,24.07,"CELE2","","","","4","",75.00,14.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2024
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","SH","B","0002",0.00,24.07,"RHTR","","","","4","",2.00,3.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2025
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","SH","B","0002",0.00,24.07,"TODI","","","","4","",2.00,3.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2026
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","357"," 20",3689.00," ","","","","        HX","TR","H","0002",0.00,24.07,"QUAG","","EB","","4","",2.00,5.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2027
"02","1","D3P","A","062","  ","   "," ","052010","FI","E73","357"," 20",3689.00," ","","","","    HX","","Z","0002",0.00,10.00,"","BAVE","","","6","",1.00,0.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2028
"02","1","D3P","A","062","  ","   "," ","052010","FI","E73","357"," 20",3689.00," ","","","","    HX","","Z","0002",0.00,10.00,"","LITT","","","6","",90.80,0.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2029
"02","1","D3P","A","062","  ","   "," ","052010","FI","E73","357"," 20",3689.00," ","","","","    HX","","Z","0002",0.00,10.00,"","WOOD","","","6","",8.30,0.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2030
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","307"," 15",3689.00," ","","","","","TR","H","0003",10.00,24.07,"QUCH2","","EB","","2","",294.20,44.00,240.72,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2031
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","307"," 15",3689.00," ","","","","   SOC0000","FB","E","0003",0.00,24.07,"PTAQ","","","","5","",1.00,1.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2032
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","307"," 15",3689.00," ","","","","   SOC0000","SH","B","0003",0.00,24.07,"ARGL3","","","","4","",10.00,8.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2033
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","307"," 15",3689.00," ","","","","   SOC0000","SH","B","0003",0.00,24.07,"CELE2","","","","4","",40.00,12.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2034
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","307"," 15",3689.00," ","","","","   SOC0000","SH","B","0003",0.00,24.07,"ERCR2","","","","4","",3.00,5.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2035
"02","1","D3P","A","062","  ","          ","    ","052010","FI","E73","307"," 15",3689.00," ","","","","   SOC0000","TR","H","0003",0.00,24.07,"QUWI2","","EB","","4","",3.00,4.00,0.00,4.00,0.00,11.00,3.00,"CNFPLUS10_102062","CNFPLUS10_1",2036
